year,country,updated_at,Access to electricity (% of population),"Adjusted net savings, including particulate emission damage (% of GNI)","Adolescent fertility rate (births per 1,000 women ages 15-19)",Age dependency ratio (% of working-age population),Agricultural irrigated land (% of total agricultural land),Agricultural land (% of land area),"Agriculture, forestry, and fishing, value added (% of GDP)","Air transport, registered carrier departures worldwide",Alternative and nuclear energy (% of total energy use),"Annual freshwater withdrawals, total (% of internal resources)","Annual freshwater withdrawals, total (billion cubic meters)","Annualized average growth rate in per capita real survey mean consumption or income, bottom 40% of population (%)","Annualized average growth rate in per capita real survey mean consumption or income, total population (%)",Arable land (% of land area),Arable land (hectares per person),Bank capital to assets ratio (%),Bank nonperforming loans to total gross loans (%),"Birth rate, crude (per 1,000 people)",Births attended by skilled health staff (% of total),Broad money (% of GDP),Business extent of disclosure index (0=less disclosure to 10=more disclosure),"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)","Cause of death, by injury (% of total)","Cause of death, by non-communicable diseases (% of total)","Central government debt, total (% of GDP)",Cereal yield (kg per hectare),"Charges for the use of intellectual property, payments (BoP, current US$)","Charges for the use of intellectual property, receipts (BoP, current US$)","Children out of school, primary, female","Children out of school, primary, male","Commercial bank branches (per 100,000 adults)",Completeness of birth registration (%),Completeness of death registration with cause-of-death information (%),Container port traffic (TEU: 20 foot equivalent units),"Contraceptive prevalence, any method (% of married women ages 15-49)",Crop production index (2014-2016 = 100),"Current account balance (BoP, current US$)","Death rate, crude (per 1,000 people)",Deposit interest rate (%),Depth of credit information index (0=low to 8=high),Diabetes prevalence (% of population ages 20 to 79),Domestic credit provided by financial sector (% of GDP),Domestic credit to private sector (% of GDP),Ease of doing business rank (1=most business-friendly regulations),Electric power consumption (kWh per capita),"Employment in agriculture, female (% of female employment) (modeled ILO estimate)","Employment in agriculture, male (% of male employment) (modeled ILO estimate)","Energy imports, net (% of energy use)",Energy intensity level of primary energy (MJ/$2017 PPP GDP),Energy use (kg of oil equivalent per capita),Expense (% of GDP),Exports of goods and services (% of GDP),External debt stocks (% of GNI),"External debt stocks, total (DOD, current US$)","Fertility rate, total (births per woman)",Fertilizer consumption (kilograms per hectare of arable land),Firms that spend on R&D (% of firms),Food production index (2014-2016 = 100),"Foreign direct investment, net inflows (BoP, current US$)",Forest area (% of land area),Forest area (sq. km),Fossil fuel energy consumption (% of total),Fuel exports (% of merchandise exports),GDP (current US$),GDP growth (annual %),GDP per capita (current US$),GDP per capita growth (annual %),"GDP per capita, PPP (current international $)",GDP per person employed (constant 2021 PPP $),GDP per unit of energy use (constant 2021 PPP $ per kg of oil equivalent),"GNI per capita, Atlas method (current US$)","GNI per capita, PPP (current international $)","GNI, Atlas method (current US$)","GNI, PPP (current international $)",Gini index,"Government expenditure on education, total (% of GDP)","Government expenditure on education, total (% of government expenditure)","Government expenditure per student, primary (% of GDP per capita)","Government expenditure per student, secondary (% of GDP per capita)","Government expenditure per student, tertiary (% of GDP per capita)","Grants, excluding technical cooperation (BoP, current US$)",Gross capital formation (% of GDP),"Gross intake ratio in first grade of primary education, female (% of relevant age group)","Gross intake ratio in first grade of primary education, male (% of relevant age group)",Gross savings (% of GDP),High-technology exports (% of manufactured exports),High-technology exports (current US$),"Hospital beds (per 1,000 people)","Immunization, DPT (% of children ages 12-23 months)",Imports of goods and services (% of GDP),"Incidence of tuberculosis (per 100,000 people)",Income share held by highest 10%,Income share held by lowest 10%,Income share held by lowest 20%,"Industry (including construction), value added (% of GDP)","Inflation, GDP deflator (annual %)","Inflation, consumer prices (annual %)","Interest rate spread (lending rate minus deposit rate, %)",Investment in energy with private participation (current US$),Investment in transport with private participation (current US$),"Labor force, female (% of total labor force)","Labor force, total",Land area (sq. km),Land area where elevation is below 5 meters (% of total land area),Land under cereal production (hectares),Lending interest rate (%),"Life expectancy at birth, female (years)","Life expectancy at birth, male (years)","Life expectancy at birth, total (years)","Listed domestic companies, total","Literacy rate, adult female (% of females ages 15 and above)","Literacy rate, adult male (% of males ages 15 and above)","Literacy rate, adult total (% of people ages 15 and above)","Literacy rate, youth female (% of females ages 15-24)","Literacy rate, youth male (% of males ages 15-24)","Literacy rate, youth total (% of people ages 15-24)",Logistics performance index: Overall (1=low to 5=high),Market capitalization of listed domestic companies (% of GDP),"Maternal mortality ratio (modeled estimate, per 100,000 live births)",Medium and high-tech manufacturing value added (% manufacturing value added),Mobile cellular subscriptions (per 100 people),"Mortality caused by road traffic injury (per 100,000 population)","Mortality rate, infant (per 1,000 live births)","Mortality rate, neonatal (per 1,000 live births)","Mortality rate, under-5 (per 1,000 live births)",Net ODA received (% of GNI),Net ODA received (% of central government expense),Net ODA received per capita (current US$),Net migration,Net official development assistance received (current US$),New businesses registered (number),"Number of surgical procedures (per 100,000 population)","Official exchange rate (LCU per US$, period average)",Ores and metals exports (% of merchandise exports),"PPP conversion factor, GDP (LCU per international $)","Patent applications, residents",Permanent cropland (% of land area),"Persistence to last grade of primary, female (% of cohort)","Persistence to last grade of primary, male (% of cohort)","Personal remittances, received (current US$)",Population ages 0-14 (% of total population),Population ages 15-64 (% of total population),Population ages 65 and above (% of total population),Population growth (annual %),Population in urban agglomerations of more than 1 million (% of total population),Population living in slums (% of urban population),"Population, female (% of total population)","Population, total",Poverty gap at $2.15 a day (2017 PPP) (%),Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),Poverty headcount ratio at national poverty lines (% of population),Pregnant women receiving prenatal care (%),"Prevalence of HIV, total (% of population ages 15-49)","Prevalence of stunting, height for age (% of children under 5)","Prevalence of underweight, weight for age (% of children under 5)",Price level ratio of PPP conversion factor (GDP) to market exchange rate,"Primary completion rate, female (% of relevant age group)","Primary completion rate, male (% of relevant age group)","Primary completion rate, total (% of relevant age group)","Progression to secondary school, female (%)","Progression to secondary school, male (%)",Public private partnerships investment in ICT (current US$),"Pupil-teacher ratio, primary",Rail lines (total route-km),Real interest rate (%),Refugee population by country or territory of origin,Renewable electricity output (% of total electricity output),Renewable energy consumption (% of total final energy consumption),Renewable internal freshwater resources per capita (cubic meters),"Renewable internal freshwater resources, total (billion cubic meters)","Repeaters, primary, female (% of female enrollment)","Repeaters, primary, male (% of male enrollment)",Researchers in R&D (per million people),"Revenue, excluding grants (% of GDP)",Risk of catastrophic expenditure for surgical care (% of people at risk),Risk of impoverishing expenditure for surgical care (% of people at risk),"Risk premium on lending (lending rate minus treasury bill rate, %)",Rural population,Rural population (% of total population),S&P Global Equity Indices (annual % change),"School enrollment, preprimary (% gross)","School enrollment, primary (% gross)","School enrollment, primary (% net)","School enrollment, primary (gross), gender parity index (GPI)","School enrollment, primary and secondary (gross), gender parity index (GPI)","School enrollment, secondary (% gross)","School enrollment, secondary (% net)","School enrollment, tertiary (% gross)",Scientific and technical journal articles,Secure Internet servers (per 1 million people),Short-term debt (% of total reserves),"Specialist surgical workforce (per 100,000 population)",Start-up procedures to register a business (number),"Stocks traded, total value (% of GDP)",Strength of legal rights index (0=weak to 12=strong),Surface area (sq. km),"Survey mean consumption or income per capita, bottom 40% of population (2017 PPP $ per day)","Survey mean consumption or income per capita, total population (2017 PPP $ per day)",Tax revenue (% of GDP),"Technical cooperation grants (BoP, current US$)",Technicians in R&D (per million people),Terrestrial and marine protected areas (% of total territorial area),Time required to get electricity (days),Time required to start a business (days),"Total debt service (% of exports of goods, services and primary income)",Total natural resources rents (% of GDP),"Total reserves (includes gold, current US$)",Total tax and contribution rate (% of profit),Trained teachers in primary education (% of total teachers),"Unemployment, female (% of female labor force) (modeled ILO estimate)","Unemployment, male (% of male labor force) (modeled ILO estimate)","Unemployment, total (% of total labor force) (modeled ILO estimate)"
2004,mda,2025-04-03 02:52:37 UTC,99.1,3.9566512118,33.771,43.7107447244,,76.703163017,17.5867382617,4657.0,1.0638087713,52.5925925926,0.852,,,55.9610705596,0.63535407,,,12.558,99.3,36.75384941,,,,,51.9542957043,2832.0,2630000.0,2210000.0,,,37.2780000396,,,,,99.82,-46130000.0,12.529,15.115,,,,,,2440.2430505559,50.3343810279,48.5036749631,96.4609713294,7.36,1166.0038611572,27.2583666334,51.1939123377,71.5744260865,2114078919.5,1.539,8.3152173913,,99.27,151010000.0,10.8406326034,3564.4,89.2940717975,1.6035601506,2598249555.89984,7.3999997336,897.1784947495,7.6660870534,4378.1747578796,18321.644094919,6.4953625779,910.0,4880.0,2630406312.0427694,14141092661.5196,35.0,6.7710399628,17.0663642883,,,,41580000.0,26.3591502248,100.17513,101.92147,24.0443579889,,,5.71,98.0,81.5051573427,133.0,27.7,3.0,7.4,20.7175324675,7.9870868571,12.5242768428,5.8233333333,,,54.0612577045,1278631.0,32880.0,,1039038.0,20.9383333333,71.621,64.03,67.861,,,,,,,,,,28.0,6.8956916656,19.4465228,16.7,18.3,14.6,21.5,4.0593441039,16.9292803996,41.4016054175,-52491.0,119900001.525879,,,12.3297166667,2.3351079074,2.9975710773,297.0,9.0632603406,96.437538147,96.0026321411,701370000.0,19.8895536193,69.5842346404,10.5262117403,-0.2474471541,,20.8,53.8082556295,2896023.0,1.4,6.6,,,0.4,,,0.2431455332,,,,97.94578,99.55009,,18.95654,1075.0,11.9933288815,11936.0,6.4709921044,4.8,559.3878225415,1.62,0.38755,0.38767,755.3843994141,28.7824675325,34.0,44.6,8.6525,1651023.0,57.01,,,,92.37394,,,,81.07953,,133.25,,125.9267909338,,11.0,,,33850.0,,,16.3573926074,57530000.0,98.32143,,,32.0,18.3672894817,0.2113222753,470258874.78648496,,,4.837,8.182,6.374
2003,tkm,2025-04-03 02:52:37 UTC,99.6,,21.509,63.7820708168,,74.8834932862,19.119602727,24460.0,0.0,1892.5266903915,26.59,,,3.7788713213,0.4194195357,,,22.055,99.5,,,,,,,2769.5,,,,,,,,,,96.22,,6.797,,,,,,,1671.5102084453,34.6998406662,37.4481288065,-234.0348626451,18.32,3626.3027448336,,32.6066829391,32.4906274354,1916765263.8,2.665,69.7711741999,,80.35,226000000.0,8.782159045,41270.0,,,5977440582.80171,3.2688285596,1228.948702894,1.2645423764,4536.1978150133,16520.857091452,1.4350303181,940.0,4480.0,4591781871.65191,21805515298.078495,,,,,,,6570000.0,25.4187357967,,,,,,5.19,83.0,30.5950677552,116.0,,,,38.8856156889,27.1543298649,,,,,51.759766351,1689372.0,469930.0,,963000.0,,69.371,62.178,65.746,,,,,,,,,,20.0,,0.193045244,16.8,49.0,27.8,58.3,0.488859913,,5.9294409184,17625.0,28840000.1525879,,,,,0.6010576457,,0.0744791777,,,,34.8028641006,61.0567356355,4.1404002639,1.9599250064,,,50.7326065315,4863865.0,,,,,,,,0.3023976403,,,,,,,,2523.0,,836.0,0.0,0.1,288.8649253217,1.405,,,,,,,,2597936.0,53.413,,,,,,,,,,3.95,,,,,,,488100.0,,,,12390000.0,,,,,,48.7135348522,,,,5.401,13.506,9.311
2014,gib,2025-04-03 02:52:37 UTC,99.9,,11.279,54.2254183117,,,,,0.0,,,,,,,,,12.706,,,,,,,,,,,,,,,,10847.59,,,,7.395,,,,,,,5851.3394081614,,,100.0,,5974.0042056502,,,,,2.014,,,,,0.0,0.0,99.5128172427,,,,,,,,,,,,,,,7.8558692932,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,86.29,77.803,81.882,,,,,,,,,,,,117.0960187,,,,,,,,189.0,,,,0.6077296269,,,,,,,,18.1406759516,64.8386310304,17.020693018,1.2450329485,,,50.0487626478,32813.0,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,0.0,0.0,,,,,,,,,,,10453.1740468717,,,,,,10.0,,,,,,,,,,,,,,,,
2022,tcd,2025-04-03 02:52:37 UTC,11.7,,136.697,97.8599966422,,39.9761753494,23.0026616177,,,,,0.01,0.53,4.209021601,,3.998902034,27.7035489488,43.184,,,,,,,,845.5,,,504084.0,300130.0,,,,,,104.38,,12.157,,,,,,,,69.242506111,69.6041512609,,4.2,,,49.3201339326,27.1872804347,3320352821.4,6.215,4.6531245283,,130.28,614018510.0,3.2492411055,40914.444,,,12396807588.4082,2.8043407484,671.7201476479,-0.6885684077,1808.8386202318,5356.7158625265,,660.0,1780.0,12132368665.4298,32887428330.3774,37.4,2.538672924,16.7226104736,,,,661560000.0,14.9740420288,,,,,,,60.0,40.4028154324,140.0,29.5,2.8,6.9,50.6866164494,15.1451218915,5.7880268784,,,,40.4843993558,5881552.0,1259200.0,,3310037.0,,54.769,51.3,52.997,,18.8700008392,35.7799987793,27.2800006866,30.6399993896,41.3899993896,36.0699996948,,,,,68.19628834,,64.1,31.6,102.9,5.683502922,,37.6108431369,36670.0,694119995.117188,,,623.7597009112,,231.6358981758,,0.0301778907,,,0.0,47.4037032854,50.5407859324,2.0555107822,3.4566891108,8.3043173035,,49.8315959386,18455316.0,8.5,30.8,,,1.0,31.9,18.2,0.3713543818,,,,,,,,,,12811.0,,70.0,,,,,,,82.4,83.7,,14014413.0,75.937,,,90.3641204834,,,,,,,28.87,0.8669588752,,,,,,1284000.0,1.74,3.88,,49470000.0,,20.9712550193,,,7.5926546009,,,,64.7258071899,0.746,1.333,1.096
1962,irn,2025-04-03 02:52:37 UTC,,,115.284,94.0482468119,,36.4019253911,23.8274964085,,,,,,,9.2033203173,0.6572282148,,,47.354,,20.1975792939,,,,,,883.6,,,,,,,,,,12.7,,22.157,,,,,12.9775283194,,,,,,,,,14.4973556854,,,7.224,1.2020680454,,14.02,,,,,,4693566416.48845,7.9092679297,205.7868096572,4.6817182774,,,,210.0,,4770356372.8251,,,,,,,,17390000.0,24.4290086266,,,,,,,,13.6786442726,,,,,29.5449602403,-1.7483859849,0.7213205717,,,,,,1628760.0,,4983000.0,,43.389,45.097,44.269,,,,,,,,,,,,,,,,,1.2356246288,,2.4732650763,96332.0,56409999.847412094,,,75.7500000757,,,,0.1841891991,,,,44.5572778774,51.5335756148,3.9091465078,3.036627017,15.9981448539,,48.7279126489,22807907.0,,,,,,,,,,,,,,,,,,,,,5634.0110471338,128.5,,,,,,,,14813508.0,64.949,,,,,,,,,,,,,,,,,1745150.0,,,,2270000.0,,,,,,,210768020.0,,,,,
1990,nld,2025-04-03 02:52:37 UTC,100.0,13.3720966119,8.811,45.1820967673,,59.7748815166,4.0180930323,115000.0,1.6316093377,72.5727272727,7.983,,,27.3815165877,0.0618265312,,,13.2,,,,,,,54.7226413816,6990.1,1751322271.08639,1085674768.57402,20345.0,40850.0,,,,,,84.61,8088821798.28108,8.6,,,,,,,5218.2020411316,,,7.8245839284,,4394.5420897287,45.3257197731,54.8626549304,,,1.62,606.447425357,,88.72,10675649732.6246,10.2289691943,3453.3,98.0449140583,9.7393503022,318799003993.707,4.1832228805,21322.1944802703,3.4682776197,19190.2281769694,,9.8052036341,19900.0,18630.0,297508365452.774,278575888874.729,31.1,5.2287898064,,,,,,23.9012711605,,,25.600564394,,,5.8000001907,97.0,49.2530257832,,24.1,3.3,8.4,25.503115387,1.5597513152,2.4540918482,,,,42.7239705488,8142834.0,33760.0,52.0084577,198596.0,,80.11,73.8,76.8780487805,260.0,,,,,,,,37.5865164254,,42.232671401,0.528620872,,6.8,4.6,8.3,,,,53564.0,,,,1.8209416667,2.7816850634,0.918099,2147.0,0.9478672986,,,708941406.3,18.3581923824,68.8790169144,12.7627907032,0.6886038234,12.6208724069,,50.6900129187,14951510.0,0.6,1.0,,,0.1,,,1.1110964541,,,,,,,17.36358,,,,1.1199421965,1.2,735.7116438407,11.0,,,,41.8201770649,,,,4682215.0,31.316,-6.5774508168,97.1255264282,101.2654418945,95.82034,1.0312600136,0.969990015,123.7082977295,83.74738,35.1747398376,,,,,,13.7071036774,,41530.0,,,23.2519977766,,,,,,,0.4710402881,34401209143.9927,,,,,
2011,sst,2025-04-03 02:52:37 UTC,83.9729782449,9.3069839577,44.3880099024,55.2788829055,,13.2875180005,4.1441419957,334453.436248416,2.7370635007,,,,,3.2237374974,0.1341727105,,,20.1645876475,,,3.7631578947,,,,,2843.7327576269,863179027.356456,474798924.889302,,,17.7199195911,,,7244253.459,,100.0,,7.5719279859,,,10.1690473189,,94.2302035579,,,16.1008532754,17.584760283,-218.4316843389,5.8098875798,,30.0112161587,68.3768194702,,,2.5831762842,78.9499552849,,100.0,57934257860.6372,65.9485685492,482954.3,75.746191742,37.1913251164,197269873598.39,2.8416208686,11198.9995772564,2.0889105261,17145.9641395016,53382.1782496756,,10267.6152407697,16711.1179197999,180863580423.47296,294365590156.968,,5.767455101,15.3698339462,14.74651,26.74646,24.17478,,24.1944971831,104.3808,105.7788,29.3066086203,16.4676104273,,2.7450523415,90.0407141414,64.423622144,,,,,28.9060831106,2.7869098819,4.0010266434,6.4837022582,,,40.0650803559,7264865.0,732319.61,,794618.0,,72.9558577529,68.2402475151,70.4751502322,,82.311416626,86.0939178467,84.2738113403,89.5289993286,89.8251419067,89.6805496216,,,175.0,,92.3152995526,15.2631548281,28.8479635884,16.3457295185,36.0750841516,2.0124268102,,218.334362979,-61255.0,3845949978.82843,,,,11.8057939295,,,1.1825105001,76.5635375977,73.4512863159,3984286515.9442897,27.9549270991,65.0617037385,6.9833691624,0.7373086251,,,49.0989893317,17614955.0,,,,,,,,,84.6135406494,82.7114868164,83.6475296021,90.30138,90.97999,,23.48743,,,68046.0,23.919627258,30.5033329354,44725.4732286793,727.8365,9.61576,12.5302,,33.2360948804,,,,8395038.0,47.6585787939,,44.2525482178,104.5,,0.9724100232,0.9909200072,69.2160491943,57.06738,17.8857402802,3638.8532365517,239.0342063743,,,7.7837837838,,,765669.0,,,18.1561458499,,,,93.3513513514,43.9,,9.0729849302,,39.4594594595,79.3981628418,10.7431400414,7.8874253091,9.0316629347
1995,arm,2025-04-03 02:52:37 UTC,,-17.9762000871,70.655,64.694169297,,43.6951176677,,,10.3190638075,36.9004228022,2.531,,,15.2792413066,0.1315160536,,,16.348,93.1,7.7071537156,,,,,,1859.0,,,,,,,,,,48.19,-220677007.0,7.969,56.1833333333,,,,,,1021.592517311,65.9718595065,41.8865620595,84.3189820864,,497.2271276199,,23.9279208284,24.5820006709,370656928.0,2.055,16.091954023,,50.05,25320000.0,11.7205830699,3336.85,84.2510636202,,1468317435.20148,6.8999984197,443.924860858,8.7431581216,1766.9101475377,8604.5521717786,7.0003339383,460.0,1810.0,1507765895.46233,6001501147.981529,,,,,,,90860000.0,20.8085693442,,,-2.1299177533,,,7.6399998665,98.0,62.1869362384,,,,,,161.1639175792,175.9513255346,39.9166666667,,,48.200172654,1434082.0,28470.0,,133512.0,96.1,73.023,65.445,69.311,,,,,,,,,,,20.1993381046,0.0,,33.8,19.9,38.9,14.4385471492,,65.821519326,-50223.0,217710006.713867,,,405.9083333333,,89.3631516475,187.0,2.0723568669,,,71350000.0,31.8247033369,60.7186096548,7.4566870083,-1.7094950917,34.5412553767,,52.322149534,3307581.0,,,,,0.1,,,0.2512435969,,,,,,,,796.0,-24.9130577387,201439.0,34.5081819817,9.3,2073.7209459118,6.859,,,,,,,,1122692.0,33.943,,32.0162315369,89.3949279785,,1.0232700109,,,,18.2080593109,,,1.9247670586,,,,,29740.0,,,,38350000.0,,,,,3.1520936739,0.5870012734,111182285.173205,,,9.981,3.647,6.7
1997,prt,2025-04-03 02:52:37 UTC,100.0,11.2028529091,21.112,48.2512501441,,39.1475409836,3.8310634436,94700.0,5.1220844064,30.8078195489,11.7069714286,,,20.5683060109,0.1861711625,,,11.2,,,,,,,,2187.2,287874080.173209,26512395.9709606,,,,,99.7,,,90.92,-6631659444.04526,10.4,,,,,,,3352.4658330907,15.2158431776,11.7486366332,82.2059318498,,2083.4876763494,35.8391233699,27.1541447476,,,1.47,125.398512221,,93.63,2710655379.72436,36.2448087432,33164.0,81.0222083647,2.3036532494,117016535162.95,4.4008671932,11575.5071124358,3.9357973991,15785.7916533337,68842.1707343533,15.1409193295,12370.0,15760.0,125066074820.845,159362187509.259,,,14.2910861969,,,,,26.5243441477,,,21.6278572635,,,3.9000000954,94.0,35.1508067549,,,,,25.7156123621,3.8852081928,2.3368629831,,,,44.7603455871,4958056.0,91500.0,,690234.0,,79.1,71.9,75.412195122,81.0,,,,,,,,33.288868061,,24.7329944967,14.87538336,,6.6,4.0,8.6,,,,36922.0,,,,175.312445,1.412297118,0.641259,71.0,7.737704918,,,3487517948.59551,17.0734652803,67.4530612895,15.4734734302,0.446460605,38.1229871232,,51.8012666371,10108977.0,,,,,0.5,,,0.7332864494,,,,,,,,2856.0,,213.0,41.6793624751,24.6,3759.0351625095,38.0,,,1349.7860107422,34.6133633458,,,,4809043.0,47.572,48.7568390957,,,,,,,,,2619.11,,,,,16.9947605886,,92120.0,,,20.2643012437,,187.30534,,,,,0.1521735535,20322803840.848095,,,7.507,5.813,6.571
1991,lbn,2025-04-03 02:52:37 UTC,,,44.801,68.5212259677,,59.2375366569,,9300.0,1.7923097408,25.1129385958,1.2054210526,,,17.6930596285,0.0493334264,,,26.911,,126.3157927106,,,,,,2024.9,,,,,,,,,,104.68,,5.199,16.7641666667,,,,45.7358572449,,763.169026676,3.6449069662,8.3324795957,93.7545796028,,659.1414566498,,12.5288357092,32.6127858668,1562589912.9,3.19,164.0883977901,,95.03,1630000.0,13.6410557185,1395.48,93.6355306054,,4690415092.53663,49.4473791849,1278.4212574563,46.443818075,4527.2573444688,29993.0285336573,11.8763156706,1350.0,4620.0,4954375759.42145,16967517900.5478,,,,,,,105090000.0,29.2733383817,,,,,,,86.0,79.9258362975,,,,,23.6303821818,47.6556598596,,21.2466666667,,,20.9380475905,1047772.0,10230.0,,41094.0,38.0108333333,72.497,69.744,71.176,,,,,,,,,,,10.8286412946,0.0,,25.3,18.9,30.4,2.6138817348,,34.1354597395,1159.0,125239997.86377,,,928.2275,,262.1156780484,,12.2189638319,,,,36.497967722,59.3396953457,4.1623369323,2.030249164,32.7084705221,,50.6100308184,3668912.0,,,,,0.1,,,0.2823831649,,,,,,,,,-6.5319721136,8501.0,18.6666666667,8.5,1308.289760016,4.8,,,,,,,20.5366666667,606398.0,16.528,,,,,,,,,,,,26.8491920858,,,,,10450.0,,,,33130000.0,,,,,,0.0207238893,4536363879.79802,,,10.557,8.093,8.609
